DATE,BEDS_ICU_TOTAL,BEDS_ICU_OCCUPIED_COVID_19,BEDS_ICU_NO_OCCUPIED_COVID_19,BEDS_AVAILABLE_ICU_BEDS_TOTAL,VENTS_TOTAL,VENTS_ALL_USE_COVID_19,VENTS_NON_COVID_PTS_ON_VENTS,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,PCT_BEDS_ICU_OCCUPIED_COVID_19,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,PCT_VENTS_ALL_USE_COVID_19,PCT_VENTS_NON_COVID_PTS_ON_VENTS,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE
2021-09-16,2166,702,1077,387,2792,402,574,1816,32.41,49.72,17.87,14.4,20.56,65.04
2021-09-17,2164,682,1064,418,2795,398,589,1808,31.52,49.17,19.32,14.24,21.07,64.69
2021-09-18,2186,687,1038,461,2793,396,562,1835,31.43,47.48,21.09,14.18,20.12,65.7
2021-09-19,2173,677,1069,427,2793,404,545,1844,31.16,49.19,19.65,14.46,19.51,66.02
2021-09-20,2224,684,1077,463,2795,379,583,1833,30.76,48.43,20.82,13.56,20.86,65.58
2021-09-21,2226,685,1138,403,2795,384,618,1793,30.77,51.12,18.1,13.74,22.11,64.15
2021-09-22,2238,679,1194,365,2796,370,584,1842,30.34,53.35,16.31,13.23,20.89,65.88
2021-09-23,2244,646,1211,387,2794,352,579,1863,28.79,53.97,17.25,12.6,20.72,66.68
2021-09-24,2250,639,1207,404,2794,350,559,1885,28.4,53.64,17.96,12.53,20.01,67.47
2021-09-25,2242,613,1162,467,2794,361,570,1863,27.34,51.83,20.83,12.92,20.4,66.68
2021-09-26,2238,617,1131,490,2794,371,568,1855,27.57,50.54,21.89,13.28,20.33,66.39
2021-09-27,2238,603,1139,496,2796,355,591,1850,26.94,50.89,22.16,12.7,21.14,66.17
2021-09-28,2240,593,1217,430,2795,353,594,1848,26.47,54.33,19.2,12.63,21.25,66.12
2021-09-29,2248,584,1222,442,2796,346,554,1896,25.98,54.36,19.66,12.37,19.81,67.81
2021-09-30,2245,584,1207,454,2796,339,581,1876,26.01,53.76,20.22,12.12,20.78,67.1
2021-10-01,2233,564,1222,447,2797,330,589,1878,25.26,54.72,20.02,11.8,21.06,67.14
2021-10-02,2252,552,1198,502,2801,312,605,1884,24.51,53.2,22.29,11.14,21.6,67.26
2021-10-03,2276,548,1196,532,2800,310,586,1904,24.08,52.55,23.37,11.07,20.93,68
2021-10-04,2272,518,1161,593,2799,298,579,1922,22.8,51.1,26.1,10.65,20.69,68.67
2021-10-05,2250,509,1257,484,2796,307,591,1898,22.62,55.87,21.51,10.98,21.14,67.88
2021-10-06,2255,493,1285,477,2793,297,560,1936,21.86,56.98,21.15,10.63,20.05,69.32
2021-10-07,2269,488,1241,540,2791,289,559,1943,21.51,54.69,23.8,10.35,20.03,69.62
2021-10-08,2255,505,1260,490,2792,292,579,1921,22.39,55.88,21.73,10.46,20.74,68.8
2021-10-09,2247,486,1222,539,2790,277,595,1918,21.63,54.38,23.99,9.93,21.33,68.75
2021-10-10,2244,503,1199,542,2793,286,574,1933,22.42,53.43,24.15,10.24,20.55,69.21
2021-10-11,2240,489,1172,579,2793,290,604,1899,21.83,52.32,25.85,10.38,21.63,67.99
2021-10-12,2257,478,1208,571,2789,282,614,1893,21.18,53.52,25.3,10.11,22.02,67.87
2021-10-13,2259,474,1255,530,2787,275,616,1896,20.98,55.56,23.46,9.87,22.1,68.03
2021-10-14,2258,467,1264,527,2787,271,601,1915,20.68,55.98,23.34,9.72,21.56,68.71
2021-10-15,2252,444,1230,578,2793,259,599,1935,19.72,54.62,25.67,9.27,21.45,69.28
2021-10-16,2248,455,1214,579,2791,269,595,1927,20.24,54,25.76,9.64,21.32,69.04
2021-10-17,2251,447,1178,626,2790,262,593,1935,19.86,52.33,27.81,9.39,21.25,69.35
2021-10-18,2246,426,1183,637,2798,243,619,1936,18.97,52.67,28.36,8.68,22.12,69.19
2021-10-19,2244,425,1282,537,2799,231,626,1942,18.94,57.13,23.93,8.25,22.37,69.38
2021-10-20,2252,405,1274,573,2800,228,607,1965,17.98,56.57,25.44,8.14,21.68,70.18
2021-10-21,2248,422,1278,548,2793,236,601,1956,18.77,56.85,24.38,8.45,21.52,70.03
2021-10-22,2246,413,1287,546,2793,226,596,1971,18.39,57.3,24.31,8.09,21.34,70.57
2021-10-23,2246,422,1229,595,2793,225,597,1971,18.79,54.72,26.49,8.06,21.37,70.57
2021-10-24,2236,398,1152,686,2796,197,584,2015,17.8,51.52,30.68,7.05,20.89,72.07
2021-10-25,2275,391,1269,615,2790,200,596,1994,17.19,55.78,27.03,7.17,21.36,71.47
2021-10-26,2246,364,1323,559,2789,183,613,1993,16.21,58.9,24.89,6.56,21.98,71.46
2021-10-27,2246,364,1323,559,2789,183,613,1993,16.21,58.9,24.89,6.56,21.98,71.46
2021-10-28,2249,360,1269,620,2776,170,630,1976,16.01,56.43,27.57,6.12,22.69,71.18
2021-10-29,2252,354,1328,570,2773,165,620,1988,15.72,58.97,25.31,5.95,22.36,71.69
2021-10-30,2242,359,1326,557,2773,173,611,1989,16.01,59.14,24.84,6.24,22.03,71.73
2021-10-31,2248,368,1268,612,2771,181,608,1982,16.37,56.41,27.22,6.53,21.94,71.53
2021-11-01,2241,370,1244,627,2774,185,607,1982,16.51,55.51,27.98,6.67,21.88,71.45
2021-11-02,2253,375,1315,563,2773,181,639,1953,16.64,58.37,24.99,6.53,23.04,70.43
2021-11-03,2251,364,1349,538,2775,180,597,1998,16.17,59.93,23.9,6.49,21.51,72
2021-11-04,2250,335,1332,583,2773,168,567,2038,14.89,59.2,25.91,6.06,20.45,73.49
2021-11-05,2244,354,1393,497,2766,170,554,2042,15.78,62.08,22.15,6.15,20.03,73.83
2021-11-06,2246,335,1385,526,2765,164,564,2037,14.92,61.67,23.42,5.93,20.4,73.67
2021-11-07,2234,314,1224,696,2770,154,535,2081,14.06,54.79,31.15,5.56,19.31,75.13
2021-11-08,2211,336,1228,647,2771,154,557,2060,15.2,55.54,29.26,5.56,20.1,74.34
2021-11-09,2269,401,1258,610,2773,155,584,2034,17.67,55.44,26.88,5.59,21.06,73.35
2021-11-10,2287,344,1381,562,2769,160,553,2056,15.04,60.38,24.57,5.78,19.97,74.25
2021-11-11,2289,346,1315,628,2775,152,565,2058,15.12,57.45,27.44,5.48,20.36,74.16
2021-11-12,2268,336,1268,664,2774,157,556,2061,14.81,55.91,29.28,5.66,20.04,74.3
2021-11-13,2278,350,1338,590,2771,150,549,2072,15.36,58.74,25.9,5.41,19.81,74.77
2021-11-14,2264,351,1252,661,2772,147,540,2085,15.5,55.3,29.2,5.3,19.48,75.22
2021-11-15,2261,367,1250,644,2778,154,551,2073,16.23,55.29,28.48,5.54,19.83,74.62
2021-11-16,2269,368,1342,559,2774,149,576,2049,16.22,59.14,24.64,5.37,20.76,73.86
2021-11-17,2264,361,1350,553,2779,161,566,2052,15.95,59.63,24.43,5.79,20.37,73.84
2021-11-18,2257,404,1354,499,2773,151,549,2073,17.9,59.99,22.11,5.45,19.8,74.76
2021-11-19,2260,396,1336,528,2775,151,526,2098,17.52,59.12,23.36,5.44,18.95,75.6
2021-11-20,2249,369,1328,552,2775,166,533,2076,16.41,59.05,24.54,5.98,19.21,74.81
2021-11-21,2266,418,1286,562,2773,172,511,2090,18.45,56.75,24.8,6.2,18.43,75.37
2021-11-22,2263,440,1220,603,2772,183,521,2068,19.44,53.91,26.65,6.6,18.8,74.6
2021-11-23,2274,445,1286,543,2776,191,543,2042,19.57,56.55,23.88,6.88,19.56,73.56
2021-11-24,2284,459,1283,542,2776,194,538,2044,20.1,56.17,23.73,6.99,19.38,73.63
2021-11-25,2283,470,1255,558,2777,191,559,2027,20.59,54.97,24.44,6.88,20.13,72.99
2021-11-26,2269,487,1193,589,2781,201,550,2030,21.46,52.58,25.96,7.23,19.78,73
2021-11-27,2271,505,1207,559,2781,210,539,2032,22.24,53.15,24.61,7.55,19.38,73.07
2021-11-28,2275,513,1208,554,2776,213,545,2018,22.55,53.1,24.35,7.67,19.63,72.69
2021-11-29,2278,550,1145,583,2781,247,564,1970,24.14,50.26,25.59,8.88,20.28,70.84
2021-11-30,2275,591,1212,472,2778,247,571,1960,25.98,53.27,20.75,8.89,20.55,70.55
2021-12-01,2285,601,1249,435,2768,255,566,1947,26.3,54.66,19.04,9.21,20.45,70.34
2021-12-02,2293,613,1222,458,2775,264,558,1953,26.73,53.29,19.97,9.51,20.11,70.38
